Creditability,Acc_Bal_bin,Pay_Status_bin,Value_SavStock_bin,Length_Emp_bin,S&M_Status_bin,No_of_Credits_bin,Co_Credits_bin,Purpose_bin,Telephone_bin,Instalment_bin,Apartment_bin,Most_Val_Asset_bin,Duration_Credit,Credit_Amount,Age_bin
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,21,1591,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,27,3416,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,12,1108,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,27,5965,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,15,1514,a < 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,30,6742,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,d. >= 35,a. owner-occ / free,b. Savings / Car / Other,18,3650,a < 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,d. >= 35,a. owner-occ / free,b. Savings / Car / Other,21,3599,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),a. owner-occ / free,a. Own house / land,60,13756,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,c. No assets,9,276,a < 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,c. No assets,42,4041,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,9,458,a < 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,9,918,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,24,7393,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,10,1225,b. >= 25 yr
1,a. no account,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),a. owner-occ / free,c. No assets,24,2812,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,15,3029,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,a. Own house / land,12,1480,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,6,1047,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,15,1471,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,5511,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,9,1206,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,24,6403,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,12,707,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,c. No assets,12,1503,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,12,6078,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,27,2528,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,b. [20-25),b. rented flat,c. No assets,12,1037,b. >= 25 yr
1,a. no account,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,d. >= 35,a. owner-occ / free,b. Savings / Car / Other,6,1352,a < 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,24,3181,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,18,4594,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,b. [20-25),a. owner-occ / free,a. Own house / land,48,5381,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,15,4657,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),b. rented flat,c. No assets,9,1391,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,b. [20-25),b. rented flat,c. No assets,18,1913,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,42,7166,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,c. No assets,13,1409,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,c. No assets,24,2978,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,976,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,24,2375,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,12,522,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,28,2743,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,11,1154,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,24,5804,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,18,1169,b. >= 25 yr
1,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,15,1478,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,12,776,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,b. [1-4) years,"a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,11,1322,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,16,1175,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,12,2133,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,15,1829,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,12,717,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,c. [25-35),a. owner-occ / free,a. Own house / land,39,11760,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,9,1501,b. >= 25 yr
1,a. no account,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,12,1200,a < 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,d. >= 35,b. rented flat,c. No assets,9,3195,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,30,4530,b. >= 25 yr
0,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,12,1555,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,15,2326,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,18,1887,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,12,1264,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),a. owner-occ / free,a. Own house / land,7,846,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,15,1532,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,c. No assets,6,935,a < 25 yr
1,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,27,2442,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,18,3590,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,21,2288,a < 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,27,5117,b. >= 25 yr
1,a. no account,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,39,14179,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,c. No assets,15,1386,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,12,618,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,12,1574,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,a. Own house / land,6,700,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,886,a < 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,c. [25-35),a. owner-occ / free,a. Own house / land,36,4686,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,9,790,b. >= 25 yr
0,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,12,766,b. >= 25 yr
1,a. no account,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,20,2212,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),a. owner-occ / free,a. Own house / land,10,7308,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"b. new car, home related",b. Yes,c. [25-35),a. owner-occ / free,a. Own house / land,24,5743,a < 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,d. >= 35,a. owner-occ / free,a. Own house / land,14,3973,a < 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,d. >= 35,b. rented flat,c. No assets,60,7418,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,20,2629,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,18,1941,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,2333,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,12,2445,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,d. >= 35,b. rented flat,c. No assets,20,6468,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,18,7374,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,15,3812,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,28,4006,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,d. >= 35,a. owner-occ / free,c. No assets,12,7472,a < 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,c. No assets,12,1424,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,2028,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,d. >= 35,a. owner-occ / free,a. Own house / land,15,5324,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,36,2323,a < 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,12,1393,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,18,1984,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,999,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,36,7409,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,d. >= 35,a. owner-occ / free,c. No assets,15,2186,b. >= 25 yr
